,LEAID,LEA_NAME,LEA_STATE_NAME,Title,Author,Type of Ban,Date of Challenge/Removal,Origin of Challenge,Series Name,Ban Status
699,1200480,DUVAL,FLORIDA,Winter Candle,"Frame, Jeron Ashford",Banned Pending Investigation,Jan-22,Administrator,,
700,1200930,INDIAN RIVER,FLORIDA,Dime,"Frank, E. R.",Banned in Libraries and Classrooms,Nov-21,Administrator,,
701,3703090,Moore County Schools,NORTH CAROLINA,Life is Funny,"Frank, ER",Banned in Libraries and Classrooms,Apr-22,Administrator,,
702,4205490,Central York SD,PENNSYLVANIA,Not Quite Snow White,"Franklin, Ashley",Banned in Classrooms,Aug-21,Administrator,,
703,4821390,GRANBURY ISD,TEXAS,Tessa Masterson Will Go to Prom,"Franklin, Emily",Banned Pending Investigation,Jan-22,Administrator,,
704,4832940,NORTH EAST ISD,TEXAS,Tessa Masterson Will Go to Prom,"Franklin, Emily",Banned in Libraries,Dec-21,Administrator,,
705,4700149,Collierville,TENNESSEE,Bingo Love #1,"Franklin, Tee",Banned in Libraries and Classrooms,Feb-22,Administrator,,
706,4700149,Collierville,TENNESSEE,Cheer Up: Love and Pompoms,"Frasier, Crystal",Banned Pending Investigation,Feb-22,Administrator,,
707,1200930,INDIAN RIVER,FLORIDA,The Black Friend: On Being a Better White Person,"Joseph, Frederick",Banned in Libraries and Classrooms,Nov-21,Administrator,,
708,2802790,MADISON CO SCHOOL DIST,MISSISSIPPI,The Black Friend: On Being a Better White Person,"Joseph, Frederick",Banned in Libraries,Apr-22,Administrator,,
709,4205490,Central York SD,PENNSYLVANIA,Monster Trouble!,"Fredrickson, Lane",Banned in Classrooms,Aug-21,Administrator,,
710,4205490,Central York SD,PENNSYLVANIA,Pedagogy of the Oppressed,"Freire, Paulo",Banned in Classrooms,Aug-21,Administrator,,
711,4832940,NORTH EAST ISD,TEXAS,All Eyes on Us,"Frick, Kit",Banned Pending Investigation,Dec-21,Administrator,,
712,1200930,INDIAN RIVER,FLORIDA,Lush,"Friend, Natasha",Banned Pending Investigation,Nov-21,Administrator,,
713,1200480,DUVAL,FLORIDA,The Double Life of Pocahontas,"Fritz, Jean",Banned Pending Investigation,Jan-22,Administrator,,
714,4205490,Central York SD,PENNSYLVANIA,African American Cowboys: True Heroes Of The Old West,"Fuerst, Jeffrey B.",Banned in Classrooms,Aug-21,Administrator,,
715,1200930,INDIAN RIVER,FLORIDA,A Quick & Easy Guide to Queer & Trans Identities,"G., Mady",Banned in Libraries and Classrooms,Nov-21,Administrator,,
716,4700149,Collierville,TENNESSEE,A Quick & Easy Guide to Queer & Trans Identities,"G., Mady",Banned in Libraries and Classrooms,Feb-22,Administrator,,
717,1201980,WALTON,FLORIDA,Outlander (Outlander Series),"Gabaldon, Diana",Banned Pending Investigation,Apr-22,Administrator,,
718,1200480,DUVAL,FLORIDA,Sam!,"Gabriel, Dani",Banned Pending Investigation,Jan-22,Administrator,,
719,4700149,Collierville,TENNESSEE,When We Were Magic,"Gailey, Sarah",Banned Pending Investigation,Feb-22,Administrator,,
720,4832940,NORTH EAST ISD,TEXAS,When We Were Magic,"Gailey, Sarah",Banned Pending Investigation,Dec-21,Administrator,,
721,5103840,VA BEACH CITY PBLC SCHS,VIRGINIA,A Lesson Before Dying,"Gaines, Ernest J.",Banned Pending Investigation,Oct-21,Administrator,,
722,4832940,NORTH EAST ISD,TEXAS,Ho'onani: Hula Warrior,"Gale, Heather",Banned Pending Investigation,Dec-21,Administrator,,
723,4700149,Collierville,TENNESSEE,Lobizona (Wolves of No World Series),"Garber, Romina",Banned Pending Investigation,Feb-22,Administrator,,
724,4832940,NORTH EAST ISD,TEXAS,Lobizona: A Novel (Wolves of No World Series),"Garber, Romina",Banned Pending Investigation,Dec-21,Administrator,,
725,4825170,KATY ISD,TEXAS,Caraval (Caraval Series),"Garber, Stephanie",Banned in Libraries,Apr-22,Administrator,,
726,1201080,LEE,FLORIDA,Dreaming in Cuban,"García, Cristina",Banned in Libraries and Classrooms,Mar-22,Administrator,,
727,1201980,WALTON,FLORIDA,Dreaming in Cuban,"García, Cristina",Banned Pending Investigation,Apr-22,Administrator,,
728,4205490,Central York SD,PENNSYLVANIA,Escuchando con mi Corazón: Un cuento de bondad y autocompasión (Listening to My Heart),"Garcia, Gabi",Banned in Classrooms,Aug-21,Administrator,,
729,1200480,DUVAL,FLORIDA,Cow on the Town: Practicing the Ow Sound,"Garcia, Isabella",Banned Pending Investigation,Jan-22,Administrator,,
730,4832940,NORTH EAST ISD,TEXAS,Annie on My Mind,"Garden, Nancy",Banned in Libraries,Dec-21,Administrator,,
731,4832940,NORTH EAST ISD,TEXAS,"Hear Us Out!: Lesbian and Gay Stories of Struggle, Progress, and Hope, 1950 to the Present","Garden, Nancy",Banned Pending Investigation,Dec-21,Administrator,,
732,4832940,NORTH EAST ISD,TEXAS,The Year They Burned the Books,"Garden, Nancy",Banned in Libraries,Dec-21,Administrator,,
733,4700149,Collierville,TENNESSEE,Girl on the Line,"Gardner, Faith",Banned Pending Investigation,Feb-22,Administrator,,
734,4825660,KILLEEN ISD,TEXAS,Full Disclosure,"Garrett, Camryn",Banned in Libraries and Classrooms,Apr-22,Administrator,,
735,4832940,NORTH EAST ISD,TEXAS,Say the Word,"Garsee, Jeannine",Banned Pending Investigation,Dec-21,Administrator,,
736,4005460,BRISTOW,OKLAHOMA,Symptoms of Being Human,"Garvin, Jeff",Banned Pending Investigation,Oct-21,Administrator,,
737,4700149,Collierville,TENNESSEE,Symptoms of Being Human,"Garvin, Jeff",Banned Pending Investigation,Feb-22,Administrator,,
738,4821390,GRANBURY ISD,TEXAS,Symptoms of Being Human,"Garvin, Jeff",Banned Pending Investigation,Jan-22,Administrator,,
739,4832940,NORTH EAST ISD,TEXAS,Symptoms of Being Human,"Garvin, Jeff",Banned Pending Investigation,Dec-21,Administrator,,
740,4205490,Central York SD,PENNSYLVANIA,"Culturally Responsive Teaching: Theory, Research, and Practice","Gay, Geneva",Banned in Classrooms,Aug-21,Administrator,,
741,1200930,INDIAN RIVER,FLORIDA,Hunger: A Memoir of (My) Body,"Gay, Roxane",Banned in Libraries and Classrooms,Nov-21,Administrator,,
742,4700149,Collierville,TENNESSEE,Fancy White Trash,"Geerling, Marjetta",Banned Pending Investigation,Feb-22,Administrator,,
743,4832940,NORTH EAST ISD,TEXAS,Fancy White Trash,"Geerling, Marjetta",Banned in Libraries,Dec-21,Administrator,,
744,4821390,GRANBURY ISD,TEXAS,My Mixed-Up Berry Blue Summer,"Gennari, Jennifer",Banned Pending Investigation,Jan-22,Administrator,,
745,4832940,NORTH EAST ISD,TEXAS,My Mixed-Up Berry Blue Summer,"Gennari, Jennifer",Banned in Libraries,Dec-21,Administrator,,
746,4832940,NORTH EAST ISD,TEXAS,The Edge of the Water (Whidbey Island Saga Series),"George, Elizabeth",Banned in Libraries,Dec-21,Administrator,,
747,4205490,Central York SD,PENNSYLVANIA,Luis Munoz Marin (Community Builders),"George, Linda",Banned in Classrooms,Aug-21,Administrator,,
748,4832940,NORTH EAST ISD,TEXAS,The Difference Between You and Me,"George, Madeleine",Banned in Libraries,Dec-21,Administrator,,
749,2006540,Goddard,KANSAS,Lily and Dunkin,"Gephart, Donna",Banned Pending Investigation,Nov-21,Administrator,,
750,4205490,Central York SD,PENNSYLVANIA,Lily and Dunkin,"Gephart, Donna",Banned in Classrooms,Aug-21,Administrator,,
751,4819840,FREDERICKSBURG ISD,TEXAS,Lily and Dunkin,"Gephart, Donna",Banned Pending Investigation,Mar-22,Administrator,,
752,4832940,NORTH EAST ISD,TEXAS,Lily and Dunkin,"Gephart, Donna",Banned Pending Investigation,Dec-21,Administrator,,
753,4825260,KELLER ISD,TEXAS,Girls Like Us (2015),"Giles, Gail",Banned in Libraries and Classrooms,Dec-21,Formal Challenge,,
754,4700149,Collierville,TENNESSEE,Not So Pure and Simple,"Giles, Lamar",Banned Pending Investigation,Feb-22,Administrator,,
755,1200810,HERNANDO,FLORIDA,Melissa (George),"Gino, Alex",Banned in Libraries and Classrooms,Nov-21,Administrator,,
756,1200930,INDIAN RIVER,FLORIDA,Melissa (George),"Gino, Alex",Banned Pending Investigation,Nov-21,Administrator,,
757,1201080,LEE,FLORIDA,Melissa (George),"Gino, Alex",Banned in Libraries and Classrooms,Mar-22,Administrator,,
758,1201590,POLK,FLORIDA,Melissa (George),"Gino, Alex",Banned in Libraries,Jan-22,Administrator,,
759,1201770,ST. LUCIE,FLORIDA,Melissa (George),"Gino, Alex",Banned in Libraries,Dec-21,Formal Challenge,,
760,1201980,WALTON,FLORIDA,Melissa (George),"Gino, Alex",Banned Pending Investigation,Apr-22,Administrator,,
761,4005460,BRISTOW,OKLAHOMA,Melissa (George),"Gino, Alex",Banned Pending Investigation,Oct-21,Administrator,,
762,4205490,Central York SD,PENNSYLVANIA,Melissa (George),"Gino, Alex",Banned in Classrooms,Aug-21,Administrator,,
763,4821390,GRANBURY ISD,TEXAS,Melissa (George),"Gino, Alex",Banned Pending Investigation,Jan-22,Administrator,,
764,4825170,KATY ISD,TEXAS,Melissa (George),"Gino, Alex",Banned in Libraries,Jan-22,Administrator,,
765,4832940,NORTH EAST ISD,TEXAS,Melissa (George),"Gino, Alex",Banned Pending Investigation,Dec-21,Administrator,,
766,1200810,HERNANDO,FLORIDA,Rick,"Gino, Alex",Banned in Libraries and Classrooms,Nov-21,Administrator,,
767,4832940,NORTH EAST ISD,TEXAS,Rick,"Gino, Alex",Banned Pending Investigation,Dec-21,Administrator,,
768,4205490,Central York SD,PENNSYLVANIA,Black Youth Rising: Activism and Radical Healing in Urban America,"Ginwright, Shawn A.",Banned in Classrooms,Aug-21,Administrator,,
769,4205490,Central York SD,PENNSYLVANIA,Hope and Healing in Urban Education: How Urban Activists and Teachers are Reclaiming Matters of the Heart,"Ginwright, Shawn A.",Banned in Classrooms,Aug-21,Administrator,,
770,1301110,Cherokee County School District,GEORGIA,Girl Mans Up,"Girard, M-E",Banned in Libraries,Jan-22,Formal Challenge,,
771,4832940,NORTH EAST ISD,TEXAS,Girl Mans Up,"Girard, M-E",Banned Pending Investigation,Dec-21,Administrator,,
772,1200930,INDIAN RIVER,FLORIDA,Joshua and the City,"Girzone, Joseph F.",Banned Pending Investigation,Nov-21,Administrator,,
773,4821390,GRANBURY ISD,TEXAS,After the Game (The Field Party Series),"Glines, Abbi",Banned Pending Investigation,Jan-22,Administrator,,
774,4005460,BRISTOW,OKLAHOMA,Bad for You (Sea Breeze Series),"Glines, Abbi",Banned Pending Investigation,Oct-21,Administrator,,
775,4821390,GRANBURY ISD,TEXAS,Bad for You (Sea Breeze Series),"Glines, Abbi",Banned in Libraries and Classrooms,Jan-22,Administrator,,
776,4821390,GRANBURY ISD,TEXAS,Losing the Field (The Field Party Series),"Glines, Abbi",Banned in Libraries and Classrooms,Jan-22,Administrator,,
777,4821390,GRANBURY ISD,TEXAS,Making a Play (The Field Party Series),"Glines, Abbi",Banned Pending Investigation,Jan-22,Administrator,,
778,1200930,INDIAN RIVER,FLORIDA,The Vincent Boys (The Vincent Boys Series),"Glines, Abbi",Banned Pending Investigation,Nov-21,Administrator,,
779,1201590,POLK,FLORIDA,The Vincent Boys (The Vincent Boys Series),"Glines, Abbi",Banned in Libraries,Jan-22,Administrator,,
780,1201980,WALTON,FLORIDA,The Vincent Boys (The Vincent Boys Series),"Glines, Abbi",Banned Pending Investigation,Apr-22,Administrator,,
781,4821390,GRANBURY ISD,TEXAS,The Vincent Brothers (The Vincent Boys Series),"Glines, Abbi",Banned in Libraries and Classrooms,Jan-22,Administrator,,
782,4821390,GRANBURY ISD,TEXAS,Under the Lights (The Field Party Series),"Glines, Abbi",Banned Pending Investigation,Jan-22,Administrator,,
783,4821390,GRANBURY ISD,TEXAS,Until Friday Night (The Field Party Series),"Glines, Abbi",Banned in Libraries and Classrooms,Jan-22,Administrator,,
784,4821390,GRANBURY ISD,TEXAS,Until the End (Sea Breeze Series),"Glines, Abbi",Banned in Libraries and Classrooms,Jan-22,Administrator,,
785,4205490,Central York SD,PENNSYLVANIA,The Hula-Hoopin' Queen,"Godin, Thelma Lynne",Banned in Classrooms,Aug-21,Administrator,,
786,4821390,GRANBURY ISD,TEXAS,Roe v. Wade: A Woman's Choice?,"Gold, Susan Dudley",Banned Pending Investigation,Jan-22,Administrator,,
787,4005460,BRISTOW,OKLAHOMA,Lord of the Flies,"Golding, William",Banned in Libraries,Oct-21,Administrator,,
788,4832940,NORTH EAST ISD,TEXAS,"Two Parties, One Tux, and a Very Short Film about The Grapes of Wrath","Goldman, Steven",Banned Pending Investigation,Dec-21,Administrator,,
789,1200480,DUVAL,FLORIDA,The Sound of Silence,"Goldsaito, Katrina",Banned Pending Investigation,Jan-22,Administrator,,
790,4700149,Collierville,TENNESSEE,Love & Other Carnivorous Plants,"Gonsalves, Florence",Banned Pending Investigation,Feb-22,Administrator,,
791,1201980,WALTON,FLORIDA,"Trans+: Love, Sex, Romance, and Being You","Gonzales, Kathryn",Banned Pending Investigation,Apr-22,Administrator,,
792,4700149,Collierville,TENNESSEE,"Trans+: Love, Sex, Romance, and Being You","Gonzales, Kathryn",Banned in Libraries and Classrooms,Feb-22,Administrator,,
793,4700149,Collierville,TENNESSEE,Perfect on Paper,"Gonzales, Sophie",Banned Pending Investigation,Feb-22,Administrator,,
794,4205490,Central York SD,PENNSYLVANIA,"They, She, He Easy as ABC","Gonzalez, Maya Christina",Banned in Classrooms,Aug-21,Administrator,,
795,4832940,NORTH EAST ISD,TEXAS,"They, She, He Easy as ABC","Gonzalez, Maya Christina",Banned Pending Investigation,Dec-21,Administrator,,
796,4700149,Collierville,TENNESSEE,What Drowns the Flowers in Your Mouth: A Memoir of Brotherhood,"González, Rigoberto",Banned Pending Investigation,Feb-22,Administrator,,
797,1200480,DUVAL,FLORIDA,All Around Us,"Gonzalez, Xelena",Banned Pending Investigation,Jan-22,Administrator,,
798,4700149,Collierville,TENNESSEE,Sister Mischief,"Goode, Laura",Banned Pending Investigation,Feb-22,Administrator,,
799,4832940,NORTH EAST ISD,TEXAS,Sister Mischief,"Goode, Laura",Banned in Libraries,Dec-21,Administrator,,
800,4832940,NORTH EAST ISD,TEXAS,How Not to Ask a Boy to Prom,"Goslee, S. J.",Banned Pending Investigation,Dec-21,Administrator,,
801,4832940,NORTH EAST ISD,TEXAS,Whatever.: or how junior year became totally f$@ked,"Goslee, S. J.",Banned Pending Investigation,Dec-21,Administrator,,
802,4816110,CYPRESS-FAIRBANKS ISD,TEXAS,Forever for a Year,"Gottfred, B. T.",Banned in Libraries and Classrooms,Dec-21,Administrator,,
803,4825170,KATY ISD,TEXAS,Forever for a Year,"Gottfred, B. T.",Banned in Libraries and Classrooms,Nov-21,Administrator,,
804,4826580,LAMAR CISD,TEXAS,Forever for a Year,"Gottfred, B. T.",Banned Pending Investigation,Dec-21,Administrator,,
805,4825170,KATY ISD,TEXAS,The Handsome Girl & Her Beautiful Boy,"Gottfred, B. T.",Banned in Libraries and Classrooms,Nov-21,Administrator,,
806,4816110,CYPRESS-FAIRBANKS ISD,TEXAS,The Nerdy and the Dirty,"Gottfred, B. T.",Banned in Libraries and Classrooms,Jan-22,Administrator,,
807,4825170,KATY ISD,TEXAS,The Nerdy and the Dirty,"Gottfred, B. T.",Banned in Libraries and Classrooms,Nov-21,Administrator,,
808,4826580,LAMAR CISD,TEXAS,The Nerdy and the Dirty,"Gottfred, B. T.",Banned Pending Investigation,Dec-21,Administrator,,
809,4700149,Collierville,TENNESSEE,Seeing Gender: An Illustrated Guide to Identity and Expression,"Gottlieb, Iris",Banned Pending Investigation,Feb-22,Administrator,,
810,4700149,Collierville,TENNESSEE,Amelia Westlake Was Never Here,"Gough, Erin",Banned Pending Investigation,Feb-22,Administrator,,
811,1200930,INDIAN RIVER,FLORIDA,Cross My Heart (Cross My Heart Series),"Gould, Sasha",Banned in Libraries and Classrooms,Nov-21,Administrator,,
812,4205490,Central York SD,PENNSYLVANIA,Who Was Maria Tallchief? (Who was...? Series),"Gourley, Catherine",Banned in Classrooms,Aug-21,Administrator,,
813,4832940,NORTH EAST ISD,TEXAS,Image and Identity: Becoming the Person You Are,"Gowen, L. Kris",Banned in Libraries,Dec-21,Administrator,,
814,4700149,Collierville,TENNESSEE,Night Shine (Night Shine Series),"Gratton, Tessa",Banned Pending Investigation,Feb-22,Administrator,,
815,4205490,Central York SD,PENNSYLVANIA,Refugee,"Gratz, Alan",Banned in Classrooms,Aug-21,Administrator,,
816,4825170,KATY ISD,TEXAS,Refugee,"Gratz, Alan",Banned Pending Investigation,Jan-22,Administrator,,
817,5515780,Waukesha School District,WISCONSIN,Let it Snow: Three Holiday Romances,"Green, John",Banned in Libraries,Dec-21,Administrator,,
818,1200810,HERNANDO,FLORIDA,Looking for Alaska,"Green, John",Banned in Libraries and Classrooms,Nov-21,Administrator,,
819,1200930,INDIAN RIVER,FLORIDA,Looking for Alaska,"Green, John",Banned in Libraries,Nov-21,Administrator,,
820,1201470,OSCEOLA,FLORIDA,Looking for Alaska,"Green, John",Banned Pending Investigation,Apr-22,Administrator,,
821,1602340,NAMPA SCHOOL DISTRICT,IDAHO,Looking for Alaska,"Green, John",Banned in Libraries and Classrooms,May-22,Administrator,,
822,2615990,Gladwin Community Schools,MICHIGAN,Looking for Alaska,"Green, John",Banned Pending Investigation,May-22,Administrator,,
823,2922530,Nixa Public Schools,MISSOURI,Looking for Alaska,"Green, John",Banned in Libraries,Feb-22,Formal Challenge,,
824,3631980,YORKTOWN CENTRAL SCHOOL DISTRICT,NEW YORK,Looking for Alaska,"Green, John",Banned Pending Investigation,Jan-22,Formal Challenge,,
825,4005460,BRISTOW,OKLAHOMA,Looking for Alaska,"Green, John",Banned in Libraries,Oct-21,Administrator,,
826,4819840,FREDERICKSBURG ISD,TEXAS,Looking for Alaska,"Green, John",Banned in Libraries and Classrooms,Mar-22,Administrator,,
827,4825170,KATY ISD,TEXAS,Looking for Alaska,"Green, John",Banned in Libraries,Apr-22,Administrator,,
828,4825740,KLEIN ISD,TEXAS,Looking for Alaska,"Green, John",Banned Pending Investigation,Nov-21,Administrator,,
829,4700149,Collierville,TENNESSEE,"Will Grayson, Will Grayson (Will Grayson, Will Grayson Series)","Green, John",Banned Pending Investigation,Feb-22,Administrator,,
830,4821390,GRANBURY ISD,TEXAS,"Will Grayson, Will Grayson (Will Grayson, Will Grayson Series)","Green, John",Banned Pending Investigation,Jan-22,Administrator,,
831,4825740,KLEIN ISD,TEXAS,"Will Grayson, Will Grayson (Will Grayson, Will Grayson Series)","Green, John",Banned Pending Investigation,Nov-21,Administrator,,
832,4832940,NORTH EAST ISD,TEXAS,"Will Grayson, Will Grayson (Will Grayson, Will Grayson Series)","Green, John",Banned Pending Investigation,Dec-21,Administrator,,
833,4208820,Eastern Lancaster County SD,PENNSYLVANIA,Lighter than My Shadow,"Green, Katie",Banned in Libraries and Classrooms,Oct-21,Administrator,,
834,1201980,WALTON,FLORIDA,"Sex Plus: Learning, Loving, and Enjoying Your Body","Green, Laci",Banned Pending Investigation,Apr-22,Administrator,,
835,1201920,VOLUSIA,FLORIDA,Rosa Parks,"Greenfield, Eloise",Banned Pending Investigation,Sep-21,Administrator,,
836,1200480,DUVAL,FLORIDA,The Great Migration: Journey to the North,"Greenfield, Eloise",Banned Pending Investigation,Jan-22,Administrator,,
837,4821390,GRANBURY ISD,TEXAS,Hooked,"Greenman, Catherine",Banned Pending Investigation,Jan-22,Administrator,,
838,4827030,LEANDER ISD,TEXAS,None of the Above,"Gregorio, I. W.",Banned in Classrooms,Sep-21,Administrator,,
839,4832940,NORTH EAST ISD,TEXAS,None of the Above,"Gregorio, I. W.",Banned Pending Investigation,Dec-21,Administrator,,
840,4832940,NORTH EAST ISD,TEXAS,The Deepest Breath,"Grehan, Meg",Banned Pending Investigation,Dec-21,Administrator,,
841,1200480,DUVAL,FLORIDA,Make Way for Dyamonde Daniel (Dyamonde Daniel Series),"Grimes, Nikki",Banned Pending Investigation,Jan-22,Administrator,,
842,4821390,GRANBURY ISD,TEXAS,Ordinary Hazards,"Grimes, Nikki",Banned Pending Investigation,Jan-22,Administrator,,
843,4832940,NORTH EAST ISD,TEXAS,Ordinary Hazards,"Grimes, Nikki",Banned Pending Investigation,Dec-21,Administrator,,
844,1201980,WALTON,FLORIDA,Fates and Furies,"Groff, Lauren",Banned Pending Investigation,Apr-22,Administrator,,
845,1200930,INDIAN RIVER,FLORIDA,Water for Elephants,"Gruen, Sara",Banned Pending Investigation,Nov-21,Administrator,,
846,2615990,Gladwin Community Schools,MICHIGAN,Water for Elephants,"Gruen, Sara",Banned Pending Investigation,May-22,Administrator,,
847,4205490,Central York SD,PENNSYLVANIA,Leila in Saffron,"Guidroz, Rukhsanna",Banned in Classrooms,Aug-21,Administrator,,
848,4832940,NORTH EAST ISD,TEXAS,What Philosophy Can Do,"Gutting, Gary",Banned Pending Investigation,Dec-21,Administrator,,
849,1200930,INDIAN RIVER,FLORIDA,Homegoing,"Gyasi, Yaa",Banned Pending Investigation,Nov-21,Administrator,,
850,1301110,Cherokee County School District,GEORGIA,Homegoing,"Gyasi, Yaa",Banned Pending Investigation,Mar-22,Formal Challenge,,
851,2922530,Nixa Public Schools,MISSOURI,Homegoing,"Gyasi, Yaa",Banned in Libraries,May-22,Formal Challenge,,
852,4825740,KLEIN ISD,TEXAS,Homegoing,"Gyasi, Yaa",Banned Pending Investigation,Dec-21,Administrator,,
853,4205490,Central York SD,PENNSYLVANIA,Prince & Knight (Prince & Knight Series),"Haack, Daniel",Banned in Classrooms,Aug-21,Administrator,,
854,4205490,Central York SD,PENNSYLVANIA,Culturally Responsive Teaching and The Brain: Promoting Authentic Engagement and Rigor Among Culturally and Linguistically Diverse Students,"Hammond, Zaretta",Banned in Classrooms,Aug-21,Administrator,,
855,4825170,KATY ISD,TEXAS,To All the Boys I've Loved Before (To All the Boys I've Loved Before Series),"Han, Jenny",Banned in Libraries,Feb-22,Administrator,,
856,4832940,NORTH EAST ISD,TEXAS,The Abortion Debate: Understanding the Issues (Issues in Focus Today),"Haney, Johannah",Banned in Libraries,Dec-21,Administrator,,
857,4010590,EDMOND,OKLAHOMA,A Raisin in the Sun,"Hansberry, Lorraine",Banned in Libraries and Classrooms,Oct-21,Administrator,,
858,4700149,Collierville,TENNESSEE,The Art of Fielding,"Harbach, Chad",Banned Pending Investigation,Feb-22,Administrator,,
859,4821390,GRANBURY ISD,TEXAS,The Last Exit to Normal,"Harmon, Michael",Banned Pending Investigation,Jan-22,Administrator,,
860,4832940,NORTH EAST ISD,TEXAS,The Last Exit to Normal,"Harmon, Michael",Banned in Libraries,Dec-21,Administrator,,
861,1201980,WALTON,FLORIDA,Dead Until Dark (Sookie Stackhouse Series),"Harris, Charlaine",Banned Pending Investigation,Apr-22,Administrator,,
862,4825740,KLEIN ISD,TEXAS,Political Resistance in the Current Age,"Harris, Duchess",Banned Pending Investigation,Nov-21,Administrator,,
863,4832940,NORTH EAST ISD,TEXAS,"It's Not the Stork!: A Book About Girls, Boys, Babies, Bodies, Families and Friends","Harris, Robie H.",Banned Pending Investigation,Dec-21,Administrator,,
864,1201590,POLK,FLORIDA,"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health","Harris, Robie H.",Banned in Libraries,Jan-22,Administrator,,
865,1201980,WALTON,FLORIDA,"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health","Harris, Robie H.",Banned Pending Investigation,Apr-22,Administrator,,
866,1602340,NAMPA SCHOOL DISTRICT,IDAHO,"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health","Harris, Robie H.",Banned in Libraries and Classrooms,May-22,Administrator,,
867,1801200,Carmel Clay Schools,INDIANA,"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health","Harris, Robie H.",Banned in Libraries and Classrooms,Jul-21,Administrator,,
868,4810230,BIRDVILLE ISD,TEXAS,"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health","Harris, Robie H.",Banned Pending Investigation,Oct-21,Formal Challenge,,
869,4832940,NORTH EAST ISD,TEXAS,"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health","Harris, Robie H.",Banned in Libraries,Dec-21,Administrator,,
870,5515780,Waukesha School District,WISCONSIN,"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health","Harris, Robie H.",Banned in Libraries and Classrooms,Dec-21,Administrator,,
871,4205490,Central York SD,PENNSYLVANIA,Little Leaders: Bold Women in Black History,"Harrison, Vashti",Banned in Classrooms,Aug-21,Administrator,,
872,4205490,Central York SD,PENNSYLVANIA,Little Legends: Exceptional Men in Black History,"Harrison, Vashti",Banned in Classrooms,Aug-21,Administrator,,
873,4700149,Collierville,TENNESSEE,Geography Club (Russel Middlebrook Series),"Hartinger, Brent",Banned Pending Investigation,Feb-22,Administrator,,
874,4821390,GRANBURY ISD,TEXAS,Geography Club (Russel Middlebrook Series),"Hartinger, Brent",Banned Pending Investigation,Jan-22,Administrator,,
875,4832940,NORTH EAST ISD,TEXAS,Geography Club (Russel Middlebrook Series),"Hartinger, Brent",Banned Pending Investigation,Dec-21,Administrator,,
876,4700149,Collierville,TENNESSEE,Rapture Practice: A True Story About Growing Up Gay in an Evangelical Family,"Hartzler, Aaron",Banned in Libraries and Classrooms,Feb-22,Administrator,,
877,1200930,INDIAN RIVER,FLORIDA,What We Saw,"Hartzler, Aaron",Banned in Libraries and Classrooms,Nov-21,Administrator,,
878,4836000,PROSPER ISD,TEXAS,What We Saw,"Hartzler, Aaron",Banned in Libraries and Classrooms,Mar-22,Administrator,,
879,4832940,NORTH EAST ISD,TEXAS,One Half from the East,"Hashimi, Nadia",Banned Pending Investigation,Dec-21,Administrator,,
880,1915630,Keokuk Comm School District,IOWA,The Scottsboro Boys,"Haskins, James",Banned in Libraries and Classrooms,Apr-22,Formal Challenge,,
881,4205490,Central York SD,PENNSYLVANIA,Ramadan Around The World,"Hassan, Ndaa",Banned in Classrooms,Aug-21,Administrator,,
882,4821390,GRANBURY ISD,TEXAS,Her Royal Highness,"Hawkins, Rachel",Banned Pending Investigation,Jan-22,Administrator,,
883,4832940,NORTH EAST ISD,TEXAS,Her Royal Highness,"Hawkins, Rachel",Banned Pending Investigation,Dec-21,Administrator,,
884,4700149,Collierville,TENNESSEE,Her Royal Highness (Royals Series),"Hawkins, Rachel",Banned Pending Investigation,Feb-22,Administrator,,
885,4700149,Collierville,TENNESSEE,Girl Crushed,"Heaney, Katie",Banned Pending Investigation,Feb-22,Administrator,,
886,4832940,NORTH EAST ISD,TEXAS,Girl Crushed,"Heaney, Katie",Banned Pending Investigation,Dec-21,Administrator,,
887,1200480,DUVAL,FLORIDA,The Day of Ahmed's Secret,"Heide, Florence Parry",Banned Pending Investigation,Jan-22,Administrator,,
888,4832940,NORTH EAST ISD,TEXAS,Promposal,"Helms, Rhonda",Banned Pending Investigation,Dec-21,Administrator,,
889,4825740,KLEIN ISD,TEXAS,"100 Questions You'd Never Ask Your Parents: Straight Answers to Teens' Questions About Sex, Sexuality, and Health","Henderson, Elisabeth",Banned Pending Investigation,Dec-21,Administrator,,
890,4821390,GRANBURY ISD,TEXAS,Unpregnant,"Hendriks, Jenni",Banned Pending Investigation,Jan-22,Administrator,,
891,4832940,NORTH EAST ISD,TEXAS,Unpregnant,"Hendriks, Jenni",Banned Pending Investigation,Dec-21,Administrator,,
892,4832940,NORTH EAST ISD,TEXAS,The Other Boy,"Hennessey, M. G.",Banned Pending Investigation,Dec-21,Administrator,,
893,4832940,NORTH EAST ISD,TEXAS,Ask Me How I Got Here,"Heppermann, Christine",Banned Pending Investigation,Dec-21,Administrator,,
