,LEAID,LEA_NAME,LEA_STATE_NAME,Title,Author,Type of Ban,Date of Challenge/Removal,Origin of Challenge,Series Name,Ban Status
2276,4205490,Central York SD,PENNSYLVANIA,They Called Us Enemy,"Takei, George",Banned in Classrooms,Aug-21,Administrator,,
2277,4700149,Collierville,TENNESSEE,As I Descended,"Talley, Robin",Banned Pending Investigation,Feb-22,Administrator,,
2278,4821390,GRANBURY ISD,TEXAS,As I Descended,"Talley, Robin",Banned Pending Investigation,Jan-22,Administrator,,
2279,4832940,NORTH EAST ISD,TEXAS,As I Descended,"Talley, Robin",Banned in Libraries,Dec-21,Administrator,,
2280,4700149,Collierville,TENNESSEE,Music from Another World,"Talley, Robin",Banned Pending Investigation,Feb-22,Administrator,,
2281,4700149,Collierville,TENNESSEE,Pulp,"Talley, Robin",Banned Pending Investigation,Feb-22,Administrator,,
2282,4700149,Collierville,TENNESSEE,The Love Curse of Melody McIntyre,"Talley, Robin",Banned Pending Investigation,Feb-22,Administrator,,
2283,4832940,NORTH EAST ISD,TEXAS,The Love Curse of Melody McIntyre,"Talley, Robin",Banned Pending Investigation,Dec-21,Administrator,,
2284,4832940,NORTH EAST ISD,TEXAS,Laura Dean Keeps Breaking Up with Me,"Tamaki, Mariko",Banned Pending Investigation,Dec-21,Administrator,,
2285,1200150,BREVARD,FLORIDA,This One Summer,"Tamaki, Mariko",Banned Pending Investigation,Mar-22,Administrator,,
2286,1200930,INDIAN RIVER,FLORIDA,This One Summer,"Tamaki, Mariko",Banned Pending Investigation,Nov-21,Administrator,,
2287,1201080,LEE,FLORIDA,This One Summer,"Tamaki, Mariko",Banned Pending Investigation,May-22,Administrator,,
2288,1201770,ST. LUCIE,FLORIDA,This One Summer,"Tamaki, Mariko",Banned in Libraries,Jan-22,Formal Challenge,,
2289,1201980,WALTON,FLORIDA,This One Summer,"Tamaki, Mariko",Banned Pending Investigation,Apr-22,Administrator,,
2290,1302220,Forsyth County,GEORGIA,This One Summer,"Tamaki, Mariko",Banned in Libraries,Jan-22,Administrator,,
2291,2006540,Goddard,KANSAS,This One Summer,"Tamaki, Mariko",Banned Pending Investigation,Nov-21,Administrator,,
2292,4810230,BIRDVILLE ISD,TEXAS,This One Summer,"Tamaki, Mariko",Banned Pending Investigation,Oct-21,Formal Challenge,,
2293,4816110,CYPRESS-FAIRBANKS ISD,TEXAS,This One Summer,"Tamaki, Mariko",Banned in Libraries,Jan-22,Administrator,,
2294,4819840,FREDERICKSBURG ISD,TEXAS,This One Summer,"Tamaki, Mariko",Banned Pending Investigation,Mar-22,Administrator,,
2295,4832940,NORTH EAST ISD,TEXAS,This One Summer,"Tamaki, Mariko",Banned in Libraries,Dec-21,Administrator,,
2296,4205490,Central York SD,PENNSYLVANIA,Cilla Lee-Jenkins: Future Author Extraordinaire (Cilla Lee-Jenkins Series),"Tan, Susan",Banned in Classrooms,Aug-21,Administrator,,
2297,4205490,Central York SD,PENNSYLVANIA,Cilla Lee-Jenkins: The Epic Story (Cilla Lee-Jenkins Series),"Tan, Susan",Banned in Classrooms,Aug-21,Administrator,,
2298,4205490,Central York SD,PENNSYLVANIA,Cilla Lee-Jenkins: This Book Is a Classic (Cilla Lee-Jenkins Series),"Tan, Susan",Banned in Classrooms,Aug-21,Administrator,,
2299,4205490,Central York SD,PENNSYLVANIA,I Love My Hair,"Tarpley, Natasha Anastasia",Banned in Classrooms,Aug-21,Administrator,,
2300,4700149,Collierville,TENNESSEE,Golden Boy,"Tarttelin, Abigail",Banned Pending Investigation,Feb-22,Administrator,,
2301,4700149,Collierville,TENNESSEE,The Last Confession of Autumn Casterly,"Tate, Meredith",Banned Pending Investigation,Feb-22,Administrator,,
2302,4205490,Central York SD,PENNSYLVANIA,Can We Talk about Race?: And Other Conversations in an Era of School Resegregation,"Tatum, Beverly Daniel",Banned in Classrooms,Aug-21,Administrator,,
2303,4205490,Central York SD,PENNSYLVANIA,Why Are All the Black Kids Sitting Together in the Cafeteria?: And Other Conversations About Race,"Tatum, Beverly Daniel",Banned in Classrooms,Aug-21,Administrator,,
2304,1200480,DUVAL,FLORIDA,Henry Aaron's Dream,"Tavares, Matt",Banned Pending Investigation,Jan-22,Administrator,,
2305,1200480,DUVAL,FLORIDA,Sally and The Magical Sneeze,"Taylor, Simon",Banned Pending Investigation,Jan-22,Administrator,,
2306,4700149,Collierville,TENNESSEE,Me Myself & Him,"Tebbetts, Chris",Banned Pending Investigation,Feb-22,Administrator,,
2307,1200930,INDIAN RIVER,FLORIDA,Drama: A Graphic Novel,"Telgemeier, Raina",Banned Pending Investigation,Nov-21,Administrator,,
2308,1200960,JACKSON,FLORIDA,Drama: A Graphic Novel,"Telgemeier, Raina",Banned in Libraries and Classrooms,Apr-22,Administrator,,
2309,1201080,LEE,FLORIDA,Drama: A Graphic Novel,"Telgemeier, Raina",Banned in Libraries and Classrooms,Mar-22,Administrator,,
2310,1201590,POLK,FLORIDA,Drama: A Graphic Novel,"Telgemeier, Raina",Banned in Libraries,Jan-22,Administrator,,
2311,1201770,ST. LUCIE,FLORIDA,Drama: A Graphic Novel,"Telgemeier, Raina",Banned in Libraries,Jan-22,Formal Challenge,,
2312,1201980,WALTON,FLORIDA,Drama: A Graphic Novel,"Telgemeier, Raina",Banned Pending Investigation,Apr-22,Administrator,,
2313,1602340,NAMPA SCHOOL DISTRICT,IDAHO,Drama: A Graphic Novel,"Telgemeier, Raina",Banned in Libraries and Classrooms,May-22,Administrator,,
2314,4816110,CYPRESS-FAIRBANKS ISD,TEXAS,Drama: A Graphic Novel,"Telgemeier, Raina",Banned in Libraries,Dec-21,Administrator,,
2315,4819840,FREDERICKSBURG ISD,TEXAS,Drama: A Graphic Novel,"Telgemeier, Raina",Banned Pending Investigation,Mar-22,Administrator,,
2316,4821390,GRANBURY ISD,TEXAS,Drama: A Graphic Novel,"Telgemeier, Raina",Banned Pending Investigation,Jan-22,Administrator,,
2317,4832940,NORTH EAST ISD,TEXAS,Drama: A Graphic Novel,"Telgemeier, Raina",Banned Pending Investigation,Dec-21,Administrator,,
2318,4005460,BRISTOW,OKLAHOMA,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,"Ten Boom, Corrie",Banned Pending Investigation,Oct-21,Administrator,,
2319,4825740,KLEIN ISD,TEXAS,Everything You Love Will Burn: Inside the Rebirth of White Nationalism in America,"Tenold, Vegas",Banned Pending Investigation,Dec-21,Administrator,,
2320,4832940,NORTH EAST ISD,TEXAS,Everything You Love Will Burn: Inside the Rebirth of White Nationalism in America,"Tenold, Vegas",Banned Pending Investigation,Dec-21,Administrator,,
2321,4825170,KATY ISD,TEXAS,"Meg, Jo, Beth, and Amy: A Modern Graphic Retelling of Little Women","Terciero, Rey",Banned in Libraries,Jan-22,Administrator,,
2322,4832940,NORTH EAST ISD,TEXAS,High Drama (Suspended Series),"Terrell, Brandon",Banned Pending Investigation,Dec-21,Administrator,,
2323,1201980,WALTON,FLORIDA,The Gender Quest Workbook: A Guide for Teens and Young Adults Exploring Gender Identity,"Testa, Rylan Jay",Banned Pending Investigation,Apr-22,Administrator,,
2324,4700149,Collierville,TENNESSEE,The Gender Quest Workbook: A Guide for Teens and Young Adults Exploring Gender Identity,"Testa, Rylan Jay",Banned in Libraries and Classrooms,Feb-22,Administrator,,
2325,4205490,Central York SD,PENNSYLVANIA,From the Stars in the Sky to the Fish in the Sea,"Thom, Kai Cheng",Banned in Classrooms,Aug-21,Administrator,,
2326,1200930,INDIAN RIVER,FLORIDA,Cemetery Boys,"Thomas, Aiden",Banned Pending Investigation,Nov-21,Administrator,,
2327,4700149,Collierville,TENNESSEE,Cemetery Boys,"Thomas, Aiden",Banned Pending Investigation,Feb-22,Administrator,,
2328,4821390,GRANBURY ISD,TEXAS,Cemetery Boys,"Thomas, Aiden",Banned Pending Investigation,Jan-22,Administrator,,
2329,4832940,NORTH EAST ISD,TEXAS,Cemetery Boys,"Thomas, Aiden",Banned Pending Investigation,Dec-21,Administrator,,
2330,4205490,Central York SD,PENNSYLVANIA,On the Come Up,"Thomas, Angie",Banned in Classrooms,Aug-21,Administrator,,
2331,4701590,Hamilton County,TENNESSEE,On the Come Up,"Thomas, Angie",Banned Pending Investigation,Oct-21,Administrator,,
2332,1200540,FLAGLER,FLORIDA,The Hate U Give,"Thomas, Angie",Banned Pending Investigation,Nov-21,Administrator,,
2333,1200930,INDIAN RIVER,FLORIDA,The Hate U Give,"Thomas, Angie",Banned Pending Investigation,Nov-21,Administrator,,
2334,1200960,JACKSON,FLORIDA,The Hate U Give,"Thomas, Angie",Banned in Libraries and Classrooms,Apr-22,Administrator,,
2335,1201050,LAKE,FLORIDA,The Hate U Give,"Thomas, Angie",Banned in Libraries and Classrooms,Mar-22,Formal Challenge,,
2336,1201080,LEE,FLORIDA,The Hate U Give,"Thomas, Angie",Banned Pending Investigation,Mar-22,Administrator,,
2337,1201650,SANTA ROSA,FLORIDA,The Hate U Give,"Thomas, Angie",Banned Pending Investigation,Apr-22,Administrator,,
2338,1201770,ST. LUCIE,FLORIDA,The Hate U Give,"Thomas, Angie",Banned in Libraries,Jan-22,Formal Challenge,,
2339,1201980,WALTON,FLORIDA,The Hate U Give,"Thomas, Angie",Banned Pending Investigation,Apr-22,Administrator,,
2340,1729940,R O W V A CUSD 208,ILLINOIS,The Hate U Give,"Thomas, Angie",Banned in Classrooms,Nov-21,Administrator,,
2341,2006540,Goddard,KANSAS,The Hate U Give,"Thomas, Angie",Banned Pending Investigation,Nov-21,Administrator,,
2342,2802790,MADISON CO SCHOOL DIST,MISSISSIPPI,The Hate U Give,"Thomas, Angie",Banned in Libraries,Apr-22,Administrator,,
2343,3631980,YORKTOWN CENTRAL SCHOOL DISTRICT,NEW YORK,The Hate U Give,"Thomas, Angie",Banned Pending Investigation,Jan-22,Formal Challenge,,
2344,4005460,BRISTOW,OKLAHOMA,The Hate U Give,"Thomas, Angie",Banned Pending Investigation,Oct-21,Administrator,,
2345,4205490,Central York SD,PENNSYLVANIA,The Hate U Give,"Thomas, Angie",Banned in Classrooms,Aug-21,Administrator,,
2346,4700149,Collierville,TENNESSEE,The Hate U Give,"Thomas, Angie",Banned Pending Investigation,Feb-22,Administrator,,
2347,4701590,Hamilton County,TENNESSEE,The Hate U Give,"Thomas, Angie",Banned Pending Investigation,Oct-21,Administrator,,
2348,4901140,Washington District,UTAH,The Hate U Give,"Thomas, Angie",Banned in Libraries,Oct-21,Formal Challenge,,
2349,1200930,INDIAN RIVER,FLORIDA,#BlackLivesMatter: Protesting Racism,"Thomas, Rachael L.",Banned Pending Investigation,Nov-21,Administrator,,
2350,4832940,NORTH EAST ISD,TEXAS,#BlackLivesMatter: Protesting Racism,"Thomas, Rachael L.",Banned Pending Investigation,Dec-21,Administrator,,
2351,4205490,Central York SD,PENNSYLVANIA,Your Name Is a Song,"Thompkins-Bigelow, Jamilah",Banned in Classrooms,Aug-21,Administrator,,
2352,1200930,INDIAN RIVER,FLORIDA,Blankets,"Thompson, Craig",Banned in Libraries and Classrooms,Nov-21,Administrator,,
2353,2615990,Gladwin Community Schools,MICHIGAN,Blankets,"Thompson, Craig",Banned Pending Investigation,May-22,Administrator,,
2354,2922530,Nixa Public Schools,MISSOURI,Blankets,"Thompson, Craig",Banned in Libraries,Feb-22,Formal Challenge,,
2355,4205490,Central York SD,PENNSYLVANIA,Who Was Eleanor Roosevelt? (Who was...? Series),"Thompson, Gare",Banned in Classrooms,Aug-21,Administrator,,
2356,4205490,Central York SD,PENNSYLVANIA,Keena Ford and the Second Grade Mix Up (Keena Ford Series),"Thomson, Melissa",Banned in Classrooms,Aug-21,Administrator,,
2357,4700149,Collierville,TENNESSEE,Tarnished Are the Stars,"Thor, Rosiee",Banned Pending Investigation,Feb-22,Administrator,,
2358,4700149,Collierville,TENNESSEE,My Whole Truth,"Thrace, Mischa",Banned Pending Investigation,Feb-22,Administrator,,
2359,1301110,Cherokee County School District,GEORGIA,After We Collided (After Series),"Todd, Anna",Banned in Libraries and Classrooms,Jan-22,Formal Challenge,,
2360,4832940,NORTH EAST ISD,TEXAS,Remake (Remake Series),"Todd, Ilima",Banned Pending Investigation,Dec-21,Administrator,,
2361,4700149,Collierville,TENNESSEE,Squad,"Tokuda-Hall, Maggie",Banned Pending Investigation,Feb-22,Administrator,,
2362,1200480,DUVAL,FLORIDA,Grandfather Tang's Story,"Tompert, Ann",Banned Pending Investigation,Jan-22,Administrator,,
2363,4205490,Central York SD,PENNSYLVANIA,Separate Is Never Equal: Sylvia Mendez and Her Family’s Fight for Desegregation,"Tonatiuh, Duncan",Banned in Classrooms,Aug-21,Administrator,,
2364,4821390,GRANBURY ISD,TEXAS,Separate Is Never Equal: Sylvia Mendez and Her Family’s Fight for Desegregation,"Tonatiuh, Duncan",Banned Pending Investigation,Jan-22,Administrator,,
2365,4832940,NORTH EAST ISD,TEXAS,Separate Is Never Equal: Sylvia Mendez and Her Family’s Fight for Desegregation,"Tonatiuh, Duncan",Banned Pending Investigation,Dec-21,Administrator,,
2366,1200480,DUVAL,FLORIDA,Soldier for Equality: José de la Luz Sáenz and the Great War,"Tonatiuh, Duncan",Banned Pending Investigation,Jan-22,Administrator,,
2367,1200480,DUVAL,FLORIDA,The Princess and the Warrior: A Tale of Two Volcanoes,"Tonatiuh, Duncan",Banned Pending Investigation,Jan-22,Administrator,,
2368,4825740,KLEIN ISD,TEXAS,Abortion (Opposing Viewpoints Series),"Torr, James D.",Banned Pending Investigation,Nov-21,Administrator,,
2369,4832940,NORTH EAST ISD,TEXAS,Fan Art,"Tregay, Sarah",Banned Pending Investigation,Dec-21,Administrator,,
2370,4821390,GRANBURY ISD,TEXAS,7 Days at the Hot Corner,"Trueman, Terry",Banned Pending Investigation,Jan-22,Administrator,,
2371,4832940,NORTH EAST ISD,TEXAS,7 Days at the Hot Corner,"Trueman, Terry",Banned Pending Investigation,Dec-21,Administrator,,
2372,4205490,Central York SD,PENNSYLVANIA,As Fast as Words Could Fly,"Tuck, Pamela M.",Banned in Classrooms,Aug-21,Administrator,,
2373,1200480,DUVAL,FLORIDA,Hachiko: The True Story of a Loyal Dog,"Turner, Pamela S.",Banned Pending Investigation,Jan-22,Administrator,,
2374,1201980,WALTON,FLORIDA,A Day in the Life of Marlon Bundo,"Twiss, Jill",Banned Pending Investigation,Apr-22,Administrator,,
2375,4205490,Central York SD,PENNSYLVANIA,The Skin You Live In,"Tyler, Michael",Banned in Classrooms,Aug-21,Administrator,,
2376,4700149,Collierville,TENNESSEE,Who I Was with Her,"Tyndall, Nita",Banned Pending Investigation,Feb-22,Administrator,,
2377,4832940,NORTH EAST ISD,TEXAS,Who I Was with Her,"Tyndall, Nita",Banned Pending Investigation,Dec-21,Administrator,,
2378,1200480,DUVAL,FLORIDA,The Bracelet,"Uchida,Yoshiko",Banned Pending Investigation,Jan-22,Administrator,,
2379,1200480,DUVAL,FLORIDA,A Storm Called Katrina,"Uhlberg, Myron",Banned Pending Investigation,Jan-22,Administrator,,
2380,1200480,DUVAL,FLORIDA,"Dad, Jackie, and Me","Uhlberg, Myron",Banned Pending Investigation,Jan-22,Administrator,,
2381,1302220,Forsyth County,GEORGIA,"#Hockey (Check, Please! Series)","Ukazu, Ngozi",Banned in Libraries and Classrooms,Dec-21,Formal Challenge,,
2382,4700149,Collierville,TENNESSEE,"#Hockey (Check, Please! Series)","Ukazu, Ngozi",Banned Pending Investigation,Feb-22,Administrator,,
2383,4836000,PROSPER ISD,TEXAS,"#Hockey (Check, Please! Series)","Ukazu, Ngozi",Banned in Libraries and Classrooms,Mar-22,Administrator,,
2384,4700149,Collierville,TENNESSEE,"Sticks & Scones (Check, Please! Series)","Ukazu, Ngozi",Banned Pending Investigation,Feb-22,Administrator,,
2385,4700149,Collierville,TENNESSEE,Beyond the Gender Binary,"Vaid-Menon, Alok",Banned in Libraries and Classrooms,Feb-22,Administrator,,
2386,4832940,NORTH EAST ISD,TEXAS,Hello Now,"Valentine, Jenny",Banned Pending Investigation,Dec-21,Administrator,,
2387,4205490,Central York SD,PENNSYLVANIA,Subtractive Schooling: U.S.-Mexican Youth and the Politics of Caring,"Valenzuela, Angela",Banned in Classrooms,Aug-21,Administrator,,
2388,4205490,Central York SD,PENNSYLVANIA,Peanut Goes for the Gold,"Van Ness, Jonathan",Banned in Classrooms,Aug-21,Administrator,,
2389,4700149,Collierville,TENNESSEE,"Date Me, Bryson Keller","van Whye, Kevin",Banned Pending Investigation,Feb-22,Administrator,,
2390,1200480,DUVAL,FLORIDA,Totem Tale,"Vanasse, Deb",Banned Pending Investigation,Jan-22,Administrator,,
2391,4832940,NORTH EAST ISD,TEXAS,"Alison, Who Went Away","Vande Velde, Vivian",Banned in Libraries,Dec-21,Administrator,,
2392,4700149,Collierville,TENNESSEE,Crier's War (Crier's War Series),"Varela, Nina",Banned Pending Investigation,Feb-22,Administrator,,
2393,4700149,Collierville,TENNESSEE,Iron Heart (Crier's War Series),"Varela, Nina",Banned Pending Investigation,Feb-22,Administrator,,
2394,1721750,Lake Forest SD 67,ILLINOIS,"Saga, Volume 1 (Saga Series)","Vaughan, Brian K.",Banned in Libraries,Dec-21,Formal Challenge,,
2395,4827030,LEANDER ISD,TEXAS,Y: The Last Man,"Vaughan, Brian K.",Banned in Classrooms,Sep-21,Administrator,,
2396,1200480,DUVAL,FLORIDA,Looking for Bongo,"Velásquez, Eric",Banned Pending Investigation,Jan-22,Administrator,,
2397,4832940,NORTH EAST ISD,TEXAS,Kiss Number 8,"Venable, Colleen A. F.",Banned Pending Investigation,Dec-21,Administrator,,
2398,4205490,Central York SD,PENNSYLVANIA,Faith Ringgold (Getting to Know the World's Greatest Artists),"Venezia, Mike",Banned in Classrooms,Aug-21,Administrator,,
2399,4205490,Central York SD,PENNSYLVANIA,I Am Human: A Book of Empathy (I Am... Series),"Verde, Susan",Banned in Classrooms,Aug-21,Administrator,,
2400,4700149,Collierville,TENNESSEE,And She Was,"Verdi, Jessica",Banned Pending Investigation,Feb-22,Administrator,,
2401,4832940,NORTH EAST ISD,TEXAS,And She Was,"Verdi, Jessica",Banned Pending Investigation,Dec-21,Administrator,,
2402,4700149,Collierville,TENNESSEE,Follow Your Arrow,"Verdi, Jessica",Banned Pending Investigation,Feb-22,Administrator,,
2403,4819840,FREDERICKSBURG ISD,TEXAS,Follow Your Arrow,"Verdi, Jessica",Banned Pending Investigation,Mar-22,Administrator,,
2404,4700149,Collierville,TENNESSEE,This Golden Flame,"Victoria, Emily",Banned Pending Investigation,Feb-22,Administrator,,
2405,4700149,Collierville,TENNESSEE,Fifteen Hundred Miles from the Sun,"Villa, Jonny Garza",Banned Pending Investigation,Feb-22,Administrator,,
2406,4832940,NORTH EAST ISD,TEXAS,The Grief Keeper,"Villasante, Alexandra",Banned Pending Investigation,Dec-21,Administrator,,
2407,3409150,Lower Township Elementary School District,NEW JERSEY,Black and White,"Volponi, Paul",Banned Pending Investigation,Feb-22,Formal Challenge,,
2408,4832940,NORTH EAST ISD,TEXAS,Crossing Lines,"Volponi, Paul",Banned in Libraries,Dec-21,Administrator,,
2409,1200930,INDIAN RIVER,FLORIDA,Gossip Girl: A Novel by Cecily von Ziegesar (Gossip Girl Series),"von Ziegesar, Cecily",Banned in Libraries and Classrooms,Nov-21,Administrator,,
2410,1200150,BREVARD,FLORIDA,Slaughterhouse-Five,"Vonnegut Jr., Kurt",Banned Pending Investigation,May-22,Administrator,,
2411,2615990,Gladwin Community Schools,MICHIGAN,Slaughterhouse-Five,"Vonnegut Jr., Kurt",Banned Pending Investigation,May-22,Administrator,,
2412,4205490,Central York SD,PENNSYLVANIA,Condoleezza Rice: Being the Best (Gateway Biographies),"Wade, Mary Dodson",Banned in Classrooms,Aug-21,Administrator,,
2413,4821390,GRANBURY ISD,TEXAS,Dreadnought (H.I.V.E. Series),"Walden, Mark",Banned Pending Investigation,Jan-22,Administrator,,
2414,4832940,NORTH EAST ISD,TEXAS,Dreadnought (H.I.V.E. Series),"Walden, Mark",Banned Pending Investigation,Dec-21,Administrator,,
2415,4700149,Collierville,TENNESSEE,On a Sunbeam (On a Sunbeam Series),"Walden, Tillie",Banned Pending Investigation,Feb-22,Administrator,,
2416,1200930,INDIAN RIVER,FLORIDA,Spinning,"Walden, Tillie",Banned in Libraries and Classrooms,Nov-21,Administrator,,
2417,4832940,NORTH EAST ISD,TEXAS,Spinning,"Walden, Tillie",Banned Pending Investigation,Dec-21,Administrator,,
2418,4205490,Central York SD,PENNSYLVANIA,Beyond Theory: A Blueprint to Implement African-Centered Education,"Walker, Abena",Banned in Classrooms,Aug-21,Administrator,,
2419,4205490,Central York SD,PENNSYLVANIA,Our Favorite African Adrinkra Symbols: A Coloring Book,"Walker, Abena",Banned in Classrooms,Aug-21,Administrator,,
2420,1200930,INDIAN RIVER,FLORIDA,The Color Purple,"Walker, Alice",Banned Pending Investigation,Nov-21,Administrator,,
